fold,sample,protein,spearman,pearson,namesake_spearman,n_spots
holdout_breast_cancer,A1TNSL,CD27,0.08964700310628247,0.04775969684123993,0.08785304208252742,4329
holdout_breast_cancer,A1TNSL,CD274,0.5384092331504017,0.4378102719783783,,4329
holdout_breast_cancer,A1TNSL,CD3E,0.8239443387341696,0.7857567071914673,0.5299119335332958,4329
holdout_breast_cancer,A1TNSL,CD4,0.3737307963386168,0.2722355127334595,0.19040570556196934,4329
holdout_breast_cancer,A1TNSL,CD40,0.09703533731472931,-0.06611171364784241,0.1569285363403059,4329
holdout_breast_cancer,A1TNSL,CD68,0.17133411493427528,0.18134544789791107,,4329
holdout_breast_cancer,A1TNSL,CD8A,0.7378804777182466,0.7054056525230408,0.27125402857472375,4329
holdout_breast_cancer,A1TNSL,CEACAM8,0.4105729438033109,0.38548821210861206,,4329
holdout_breast_cancer,A1TNSL,CR2,0.27233762180997856,0.23940694332122803,0.16777912426271274,4329
holdout_breast_cancer,A1TNSL,CXCR5,0.6990063963964637,0.5700579881668091,0.37260526574475034,4329
holdout_breast_cancer,A1TNSL,EPCAM,-0.04800372489625485,0.005035018548369408,0.027129704990365974,4329
holdout_breast_cancer,A1TNSL,FCGR3A,0.15376894104027192,0.11488094180822372,0.024150872145521047,4329
holdout_breast_cancer,A1TNSL,HLA_DRA,0.7257463177972199,0.617238461971283,,4329
holdout_breast_cancer,A1TNSL,ITGAM,0.18344504783681267,0.2087118774652481,0.059304181395943095,4329
holdout_breast_cancer,A1TNSL,ITGAX,0.3864367649807751,0.3373888432979584,0.20940934544632736,4329
holdout_breast_cancer,A1TNSL,KRT5,0.7663941349786948,0.6851293444633484,0.737132794127374,4329
holdout_breast_cancer,A1TNSL,MS4A1,0.31130164516757924,0.2326049953699112,0.3816471986339055,4329
holdout_breast_cancer,A1TNSL,PAX5,0.7146018454306511,0.5241155624389648,0.6200196099860645,4329
holdout_breast_cancer,A1TNSL,PCNA,0.44994162481173366,0.46613436937332153,,4329
holdout_breast_cancer,A1TNSL,PDCD1,0.36688296029853285,0.29035836458206177,,4329
holdout_breast_cancer,A1TNSL,PECAM1,0.33904789350759734,0.3343466520309448,0.39721999616935044,4329
holdout_breast_cancer,A1TNSL,PTPRC_1,0.021969970564249527,-0.019122282043099403,0.05586714337681265,4329
holdout_breast_cancer,A1TNSL,PTPRC_2,0.3760916542854908,0.27417564392089844,0.09499916661581835,4329
holdout_breast_cancer,A1TNSL,SDC1,0.2200836294287129,0.12992550432682037,0.10063051590497955,4329
holdout_breast_cancer,A1TNSL,VIM,0.22327941973190552,0.1405916064977646,,4329
holdout_breast_cancer,D1LN,ACTA2,-0.2129874539226088,-0.20113633573055267,0.19091952896139378,3024
holdout_breast_cancer,D1LN,BCL2,0.3912563575600871,0.3366127610206604,0.1276334517614788,3024
holdout_breast_cancer,D1LN,CCR7,0.3506371835236854,0.5272690653800964,0.17357085141797815,3024
holdout_breast_cancer,D1LN,CD14,-0.03406955829590533,-0.03424523025751114,-0.03862845476637902,3024
holdout_breast_cancer,D1LN,CD163,-0.09133341641660882,-0.05017783120274544,0.15770585757002442,3024
holdout_breast_cancer,D1LN,CD19,0.04830707719890651,0.006187706720083952,-0.050849643912546066,3024
holdout_breast_cancer,D1LN,CD27,0.08527520285850754,0.08420273661613464,0.03481748456643391,3024
holdout_breast_cancer,D1LN,CD274,0.027212488593963025,0.030363697558641434,,3024
holdout_breast_cancer,D1LN,CD3E,0.6661944659645107,0.6759870052337646,0.22673366873486134,3024
holdout_breast_cancer,D1LN,CD4,0.5025178567794273,0.46401000022888184,0.041371477382848874,3024
holdout_breast_cancer,D1LN,CD40,0.11901477414205237,0.13207855820655823,0.016863798861056333,3024
holdout_breast_cancer,D1LN,CD68,-0.2939677836024178,-0.2571772038936615,,3024
holdout_breast_cancer,D1LN,CD8A,0.4487064125894821,0.4473845958709717,0.1135391009658953,3024
holdout_breast_cancer,D1LN,CEACAM8,0.1914207560774953,0.19118165969848633,,3024
holdout_breast_cancer,D1LN,CR2,0.15839345299990734,0.21326467394828796,0.13489201765236175,3024
holdout_breast_cancer,D1LN,CXCR5,0.3532988098720514,0.30997616052627563,0.09539768028167975,3024
holdout_breast_cancer,D1LN,EPCAM,0.17953790255678295,0.16281737387180328,0.028821879303393343,3024
holdout_breast_cancer,D1LN,FCGR3A,0.35008870429142125,0.23526522517204285,0.017674927530011996,3024
holdout_breast_cancer,D1LN,HLA_DRA,0.3673653027606054,0.367824912071228,,3024
holdout_breast_cancer,D1LN,ITGAM,0.1865822791339644,0.37179213762283325,0.05292519244480752,3024
holdout_breast_cancer,D1LN,ITGAX,0.3011381056704099,0.2633730173110962,0.09443950439800318,3024
holdout_breast_cancer,D1LN,KRT5,-0.06477209122304799,-0.0749124065041542,0.0059269236535694665,3024
holdout_breast_cancer,D1LN,MS4A1,0.17701917597351383,0.17305392026901245,0.14886518242257424,3024
holdout_breast_cancer,D1LN,PAX5,0.40541255859580605,0.3369564414024353,0.1551131719317968,3024
holdout_breast_cancer,D1LN,PCNA,-0.2346110997634169,-0.18901368975639343,,3024
holdout_breast_cancer,D1LN,PDCD1,0.3975670617269872,0.3828389346599579,,3024
holdout_breast_cancer,D1LN,PECAM1,0.029194669769684333,0.05413329228758812,0.14812172666845455,3024
holdout_breast_cancer,D1LN,PTPRC_1,0.22916540420855824,0.20405162870883942,0.010283635845674226,3024
holdout_breast_cancer,D1LN,PTPRC_2,0.483545530929057,0.4325138330459595,0.05185096556697428,3024
holdout_breast_cancer,D1LN,SDC1,0.060700582789956825,0.013556108810007572,0.017376848334124475,3024
holdout_breast_cancer,D1LN,VIM,-0.3114634130062393,-0.2928009629249573,,3024
holdout_breast_cancer,D1TNSL,ACTA2,0.7417343067008337,0.5924530029296875,0.3223794745461638,4503
holdout_breast_cancer,D1TNSL,BCL2,0.5161456555932599,0.5822638869285583,0.22374548722774126,4503
holdout_breast_cancer,D1TNSL,CCR7,0.3296995633002976,0.40342724323272705,0.15576909887886844,4503
holdout_breast_cancer,D1TNSL,CD14,-0.0411041322518902,0.005965342279523611,0.004482538289420798,4503
holdout_breast_cancer,D1TNSL,CD163,0.1800085917752937,0.15472909808158875,0.16254381648912783,4503
holdout_breast_cancer,D1TNSL,CD19,0.12829985820646547,0.07702730596065521,0.14627026250582478,4503
holdout_breast_cancer,D1TNSL,CD27,0.12793362832211114,0.11084465682506561,0.07318086789897786,4503
holdout_breast_cancer,D1TNSL,CD274,0.5030383400271206,0.43663281202316284,,4503
holdout_breast_cancer,D1TNSL,CD3E,0.8277694149544017,0.8278998732566833,0.5152749917471174,4503
holdout_breast_cancer,D1TNSL,CD4,0.3352477991066294,0.3000276982784271,0.11563498309630578,4503
holdout_breast_cancer,D1TNSL,CD40,0.001773924835368335,-0.1333761066198349,0.10165384758413924,4503
holdout_breast_cancer,D1TNSL,CD68,0.15357106776252796,0.14538495242595673,,4503
holdout_breast_cancer,D1TNSL,CD8A,0.7665015736780962,0.7486495971679688,0.2734812677155896,4503
holdout_breast_cancer,D1TNSL,CEACAM8,0.4154927446601448,0.4029127359390259,,4503
holdout_breast_cancer,D1TNSL,CR2,0.30739678819964844,0.30261731147766113,0.15356645883071407,4503
holdout_breast_cancer,D1TNSL,CXCR5,0.6469956674631973,0.5507484078407288,0.3601943606412287,4503
holdout_breast_cancer,D1TNSL,EPCAM,-0.07337810267686874,0.023895684629678726,0.025441477632084167,4503
holdout_breast_cancer,D1TNSL,FCGR3A,0.12556977751988463,0.0945315808057785,0.022288044527678876,4503
holdout_breast_cancer,D1TNSL,HLA_DRA,0.7125613092209331,0.6650961637496948,,4503
holdout_breast_cancer,D1TNSL,ITGAM,0.17277663919902203,0.23251283168792725,0.01875700312986494,4503
holdout_breast_cancer,D1TNSL,ITGAX,0.35712809769775,0.3371812701225281,0.1707193479329083,4503
holdout_breast_cancer,D1TNSL,KRT5,0.8010995290311419,0.6759002804756165,0.7589682868012376,4503
holdout_breast_cancer,D1TNSL,MS4A1,0.3062065812771524,0.26963239908218384,0.3989978876446649,4503
holdout_breast_cancer,D1TNSL,PAX5,0.6915771251557628,0.47489458322525024,0.5751095641091322,4503
holdout_breast_cancer,D1TNSL,PCNA,0.3938475336796121,0.4537052512168884,,4503
holdout_breast_cancer,D1TNSL,PDCD1,0.38717850730312336,0.3741225600242615,,4503
holdout_breast_cancer,D1TNSL,PECAM1,0.3284749441971819,0.31474411487579346,0.3947659843274154,4503
holdout_breast_cancer,D1TNSL,PTPRC_1,-0.0480438517204774,-0.0077139148488640785,-0.006302516474979643,4503
holdout_breast_cancer,D1TNSL,PTPRC_2,0.46317522713871323,0.41599568724632263,0.09724058150350368,4503
holdout_breast_cancer,D1TNSL,SDC1,0.24264228935455148,0.1560036689043045,0.09490410907615925,4503
holdout_breast_cancer,D1TNSL,VIM,0.09887800672447597,0.05686075985431671,,4503
