input,ckpt,sample,protein,isotype,pcc,spearman,std_true
proc,holdout_breast_cancer,D1LN,mouse_IgG2a,True,-0.14889929805227423,-0.11497363777818978,0.7170398235321045
proc,holdout_breast_cancer,D1LN,mouse_IgG2bk,True,0.022426422929618,0.2466121553144863,1.598583459854126
proc,holdout_breast_cancer,D1LN,rat_IgG2a,True,-0.04170666351572768,-0.007323537606798034,0.3989099860191345
proc,holdout_breast_cancer,D1TNSL,ACTA2,False,0.7038573592765441,0.8154846679176322,1.148900032043457
proc,holdout_breast_cancer,D1TNSL,BCL2,False,0.6415465093773532,0.5578527332992284,0.4172714054584503
proc,holdout_breast_cancer,D1TNSL,CCR7,False,0.3713208320822325,0.30969028622064765,0.2987702190876007
proc,holdout_breast_cancer,D1TNSL,CD14,False,0.24911552723274877,0.2580588024332685,0.29528936743736267
proc,holdout_breast_cancer,D1TNSL,CD163,False,0.2741314126803725,0.25401134448907936,0.3043749928474426
proc,holdout_breast_cancer,D1TNSL,CD19,False,0.12060727913778341,0.15041612402251467,0.292437344789505
proc,holdout_breast_cancer,D1TNSL,CD27,False,0.20729689438219756,0.21789650379513112,0.299000084400177
proc,holdout_breast_cancer,D1TNSL,CD274,False,0.36416394221728093,0.4131590159567701,1.077217936515808
proc,holdout_breast_cancer,D1TNSL,CD3E,False,0.8019393705646906,0.8232637533476511,0.6548892855644226
proc,holdout_breast_cancer,D1TNSL,CD4,False,0.2665024835926868,0.3180355643288834,0.296676367521286
proc,holdout_breast_cancer,D1TNSL,CD40,False,-0.24451762034248703,-0.061201846677199544,0.3048935830593109
proc,holdout_breast_cancer,D1TNSL,CD68,False,0.3345496649487995,0.28685174740431046,0.4628540277481079
proc,holdout_breast_cancer,D1TNSL,CD8A,False,0.7873523595551954,0.8229661638611134,0.7064542770385742
proc,holdout_breast_cancer,D1TNSL,CEACAM8,False,0.40567466269827834,0.4304645600278918,1.5376195907592773
proc,holdout_breast_cancer,D1TNSL,CR2,False,0.29953670409877436,0.34550522228705716,0.28936871886253357
proc,holdout_breast_cancer,D1TNSL,CXCR5,False,0.5628099306564807,0.6753908897826719,0.6666170954704285
proc,holdout_breast_cancer,D1TNSL,EPCAM,False,0.010145467126239682,0.05852011628778079,0.348002552986145
proc,holdout_breast_cancer,D1TNSL,FCGR3A,False,0.017576325465711636,0.11786342853298169,2.5843493938446045
proc,holdout_breast_cancer,D1TNSL,HLA_DRA,False,0.633684374910433,0.6638611018106623,0.6368578672409058
proc,holdout_breast_cancer,D1TNSL,ITGAM,False,0.25320989899311397,0.20189769959920265,0.5018478631973267
proc,holdout_breast_cancer,D1TNSL,ITGAX,False,0.16708325384559733,0.18338439285735925,0.3884548842906952
proc,holdout_breast_cancer,D1TNSL,KRT5,False,0.695106975840271,0.8233805915869746,2.1873109340667725
proc,holdout_breast_cancer,D1TNSL,MS4A1,False,0.25290206391208114,0.3095395073816954,0.44985833764076233
proc,holdout_breast_cancer,D1TNSL,PAX5,False,0.47220955488136573,0.6905312732479435,1.452308177947998
proc,holdout_breast_cancer,D1TNSL,PCNA,False,0.5053522904309518,0.4123991568975986,0.44918549060821533
proc,holdout_breast_cancer,D1TNSL,PDCD1,False,0.49576964401728607,0.5062458515357946,0.3585948646068573
proc,holdout_breast_cancer,D1TNSL,PECAM1,False,0.5501516342955797,0.5580093020126383,0.5311615467071533
proc,holdout_breast_cancer,D1TNSL,PTPRC_1,False,0.10389631341500756,0.07255221173755173,0.30735158920288086
proc,holdout_breast_cancer,D1TNSL,PTPRC_2,False,0.47809717110807914,0.5173397884437504,0.3966123163700104
proc,holdout_breast_cancer,D1TNSL,SDC1,False,0.022053514129246905,0.04136995042115156,0.7226737141609192
proc,holdout_breast_cancer,D1TNSL,VIM,False,0.6571648877244922,0.714501861795434,0.529035210609436
proc,holdout_breast_cancer,D1TNSL,mouse_IgG1k,True,0.21869253889804263,0.2710975137676834,0.5031592845916748
proc,holdout_breast_cancer,D1TNSL,mouse_IgG2a,True,-0.00825452172324209,0.049161601039732696,0.6502378582954407
proc,holdout_breast_cancer,D1TNSL,mouse_IgG2bk,True,-0.03166669389329315,0.03767457679510132,2.323211908340454
proc,holdout_breast_cancer,D1TNSL,rat_IgG2a,True,0.17639917884471606,0.14617079264732727,0.35160359740257263
raw,holdout_tonsil,A1LN,ACTA2,False,-0.04974127998883052,-0.09494356192334956,0.9472047090530396
raw,holdout_tonsil,A1LN,BCL2,False,-0.03970911311956404,-0.11237311184733605,0.4133993983268738
raw,holdout_tonsil,A1LN,CCR7,False,-0.028573484289944787,-0.04280428037116214,0.37162232398986816
raw,holdout_tonsil,A1LN,CD14,False,0.23520754688688264,0.263476384426094,0.35032927989959717
raw,holdout_tonsil,A1LN,CD163,False,0.3868474770420937,0.4535952191255322,0.4647635221481323
raw,holdout_tonsil,A1LN,CD19,False,0.2332657956980948,0.29435809105463556,0.4245547354221344
raw,holdout_tonsil,A1LN,CD27,False,0.04641036914164748,0.054900490355398034,0.3306097686290741
raw,holdout_tonsil,A1LN,CD274,False,-0.08102131367080331,-0.05403594782350278,1.2016589641571045
raw,holdout_tonsil,A1LN,CD3E,False,0.5626691610876209,0.6195567933191714,0.5856879949569702
raw,holdout_tonsil,A1LN,CD4,False,-0.09918883998457267,-0.20051442556575313,0.31244197487831116
raw,holdout_tonsil,A1LN,CD40,False,-0.008999253175784159,-0.043645951368593394,0.32575058937072754
